candidate,city,date,event,lat,lng,state
Scott Walker,Manhattan,2015-02-19T00:00:00.000Z,Dinner with advocates of supply side economics ,40.7902778,-73.9597222,NY
John Kasich,Columbia,2015-02-19T00:00:00.000Z,Part of national balanced budget tour; private meetings; South Carolina House Republican Caucus reception ,34.0007493,-81.0343313,SC
Rand Paul,Montgomery,2015-02-20T00:00:00.000Z,Alabama Republican Party's winter dinner,32.3441365,-86.27316086,AL
Ted Cruz,Jacksonville,2015-02-20T00:00:00.000Z,Duval County Republican Party Lincoln Day Dinner,30.3321838,-81.655651,FL
Lindsey Graham,Des Moines,2015-02-20T00:00:00.000Z,"Meeting with GOP activists, leaders and voters; press conference ",41.5910641,-93.6037149,IA
Bernie Sanders,Iowa City,2015-02-20T00:00:00.000Z,Town hall meetings; progressive summits; Drake University speech,41.6612561,-91.5299106,IA
Bernie Sanders,Des Moines,2015-02-20T00:00:00.000Z,Town hall meetings; progressive summits; Drake University speech,41.5910641,-93.6037149,IA
Bernie Sanders,Johnston,2015-02-20T00:00:00.000Z,Town hall meetings; progressive summits; Drake University speech,41.6731523,-93.6973395,IA
Bernie Sanders,Tipton,2015-02-20T00:00:00.000Z,Town hall meetings; progressive summits; Drake University speech,41.7697434,-91.127935,IA
Bernie Sanders,Ames,2015-02-20T00:00:00.000Z,Town hall meetings; progressive summits; Drake University speech,42.0346917,-93.6201507,IA
Ben Carson,Snellville,2015-02-21T00:00:00.000Z,Book signing,33.857328,-84.0199108,GA
Bobby Jindal,Riverside,2015-02-21T00:00:00.000Z,Unite IE Conservative Conference,33.9533546,-117.3961623,CA
Rick Santorum,Kansas City,2015-02-21T00:00:00.000Z,Missouri Republican Party's Lincoln Days Celebration,39.0844687,-94.5630298,MO
Rick Perry,Bakersfield,2015-02-21T00:00:00.000Z,RickPAC Advisory Board meeting; Kern County Republican Party Lincoln Day Dinner; Unite IE Conservative Conference,35.3738712,-119.0194639,CA
Rick Perry,Riverside,2015-02-21T00:00:00.000Z,RickPAC Advisory Board meeting; Kern County Republican Party Lincoln Day Dinner; Unite IE Conservative Conference,33.9533546,-117.3961623,CA
Rick Santorum,Charleston,2015-02-22T00:00:00.000Z,Citadel Republican Society's Patriot Dinner,32.7876012,-79.9402728,SC
Donald Trump,Charleston,2015-02-22T00:00:00.000Z,Citadel Republican Society's Patriot Dinner,32.7876012,-79.9402728,SC
Chris Christie,Washington,2015-02-22T00:00:00.000Z,New Jersey Chamber of Commerce congressional dinner; NGA meeting,38.8949549,-77.0366456,DC
Scott Walker,Nashville,2015-02-23T00:00:00.000Z,National Religious Broadcasters Convention,36.1622257,-86.7743419,TN
Scott Walker,Washington,2015-02-23T00:00:00.000Z,NGA meeting; Americans for Tax Reform event; met with lobbyists,38.8949549,-77.0366456,DC
Bobby Jindal,Washington,2015-02-23T00:00:00.000Z,NGA meeting,38.8949549,-77.0366456,DC
Hillary Clinton,Santa Clara,2015-02-24T00:00:00.000Z,Lead On Watermark Silicon Valley Conference for Women,37.3541132,-121.9551744,CA
Carly Fiorina,Atlanta,2015-02-24T00:00:00.000Z,Luncheon,33.7490987,-84.3901849,GA
Marco Rubio,Manchester,2015-02-24T00:00:00.000Z,Politics & Eggs breakfast; spoke at community center ,42.9956397,-71.4547891,NH
Marco Rubio,Hollis,2015-02-24T00:00:00.000Z,Politics & Eggs breakfast; spoke at community center ,42.7431621,-71.591333,NH
George Pataki,Manchester,2015-02-25T00:00:00.000Z,WMUR interview,42.9956397,-71.4547891,NH
Chris Christie,National Harbor,2015-02-26T00:00:00.000Z,CPAC ,38.7834495,-77.01416431,MD
Ben Carson,National Harbor,2015-02-26T00:00:00.000Z,CPAC ,38.7834495,-77.01416431,MD
Carly Fiorina,National Harbor,2015-02-26T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Ted Cruz,National Harbor,2015-02-26T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Scott Walker,National Harbor,2015-02-26T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Bobby Jindal,National Harbor,2015-02-26T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Mike Huckabee,Nashville,2015-02-26T00:00:00.000Z,National Religious Broadcasters Convention,36.1622257,-86.7743419,TN
Chris Christie,Richmond,2015-02-26T00:00:00.000Z,Meet-and-greet hosted by Eric Cantor,37.5385087,-77.43428,VA
Ted Cruz,Palm Beach,2015-02-27T00:00:00.000Z,Club for Growth meeting,26.6279798,-80.4494174,FL
Rick Santorum,National Harbor,2015-02-27T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Jeb Bush,National Harbor,2015-02-27T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Marco Rubio,National Harbor,2015-02-27T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Rick Perry,National Harbor,2015-02-27T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Rand Paul,National Harbor,2015-02-27T00:00:00.000Z,CPAC,38.7834495,-77.01416431,MD
Mike Huckabee,Greenville,2015-02-27T00:00:00.000Z,Roundtable discussion at Commerce Club; fundraiser for South Carolina Attorney General Alan Wilson,34.851354,-82.3984882,SC
Jim Gilmore,Dover,2015-02-27T00:00:00.000Z,Strafford County GOP Politics & Potluck; Dartmouth College Republicans,43.198057,-70.8739158,NH
Jim Gilmore,Henniker,2015-02-27T00:00:00.000Z,Strafford County GOP Politics & Potluck; Dartmouth College Republicans,43.1798012,-71.822301,NH
Scott Walker,Palm Beach,2015-02-28T00:00:00.000Z,Club for Growth meeting,26.6279798,-80.4494174,FL
Bobby Jindal,Palm Beach,2015-02-28T00:00:00.000Z,Club for Growth meeting,26.6279798,-80.4494174,FL
Chris Christie,Sacramento,2015-02-28T00:00:00.000Z,California Republican Party convention; Orange County New Majority lunch; fundraisers,38.5815719,-121.4943996,CA
Chris Christie,Newport Beach,2015-02-28T00:00:00.000Z,California Republican Party convention; Orange County New Majority lunch; fundraisers,33.6170092,-117.9294401,CA
Chris Christie,San Francisco,2015-02-28T00:00:00.000Z,California Republican Party convention; Orange County New Majority lunch; fundraisers,37.7792768,-122.4192704,CA
Chris Christie,Los Angeles,2015-02-28T00:00:00.000Z,California Republican Party convention; Orange County New Majority lunch; fundraisers,34.053717,-118.2427266,CA
Martin O'Malley,Myrtle Beach,2015-02-28T00:00:00.000Z,John Spratt Issues Conference,33.6956461,-78.8900409,SC
Bobby Jindal,Columbia,2015-03-03T00:00:00.000Z,Met with pastors,34.0007493,-81.0343313,SC
Bobby Jindal,Greenville,2015-03-03T00:00:00.000Z,Met with pastors,34.851354,-82.3984882,SC
Jeb Bush,Paradise Valley,2015-03-03T00:00:00.000Z,Fundraiser ,33.54583495,-111.9540834,AZ
Hillary Clinton,Washington,2015-03-03T00:00:00.000Z,EMILY's List's 30th anniversary awards gala,38.8949549,-77.0366456,DC
John Kasich,Washington,2015-03-03T00:00:00.000Z,Attended Benjamin Netanyahu's address before Congress,38.8949549,-77.0366456,DC
Jeb Bush,Las Vegas,2015-03-03T00:00:00.000Z,Took questions at Las Vegas retirement home; American Council of Life Insurers conference,36.1662859,-115.149225,NV
Rick Perry,Sea Island,2015-03-05T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Chris Christie,Sea Island,2015-03-05T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Mike Huckabee,Brownwood,2015-03-05T00:00:00.000Z,"Pregnancy Care Center's ""Everyone Deserves a Birthday"" event ",31.733789,-98.98583773,TX
Carly Fiorina,Coral Gables,2015-03-06T00:00:00.000Z,Maverick Political Action Committee reception,25.6905515,-80.23500888,FL
Chris Christie,Palm Beach,2015-03-06T00:00:00.000Z,Palm Beach County Republican Party Lincoln Day Dinner ,26.6279798,-80.4494174,FL
Chris Christie,Palm Beach,2015-03-06T00:00:00.000Z,Palm Beach Republican Party Lincoln Day dinner; fundraiser for PAC,26.6279798,-80.4494174,FL
Rick Santorum,Sea Island,2015-03-06T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Ted Cruz,Sea Island,2015-03-06T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Jeb Bush,Sea Island,2015-03-06T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Marco Rubio,Sea Island,2015-03-06T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Ben Carson,Paducah,2015-03-06T00:00:00.000Z,Speech,37.0833893,-88.6000478,KY
Mike Huckabee,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit; visited Pizza Ranch,41.5910641,-93.6037149,IA
Mike Huckabee,Altoona,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit; visited Pizza Ranch,41.6441557,-93.4646571,IA
Scott Walker,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit; meet-and-greet with Rod Blum ,41.5910641,-93.6037149,IA
Scott Walker,Dubuque,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit; meet-and-greet with Rod Blum ,42.5006217,-90.6647967,IA
Chris Christie,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit,41.5910641,-93.6037149,IA
Rick Santorum,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit,41.5910641,-93.6037149,IA
Martin O'Malley,Topeka,2015-03-07T00:00:00.000Z,Kansas Democratic Party Washington Days banquet,39.0490111,-95.6775557,KS
Carly Fiorina,Kenne,2015-03-07T00:00:00.000Z,Chesire County Republican Party Breakfast,43.442195,-70.6244969,NH
Scott Walker,Sea Island,2015-03-07T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Bobby Jindal,Sea Island,2015-03-07T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
Lindsey Graham,Sea Island,2015-03-07T00:00:00.000Z,American Enterprise Institute World Forum,31.2002314,-81.3331508,GA
George Pataki,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit,41.5910641,-93.6037149,IA
Lindsey Graham,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit,41.5910641,-93.6037149,IA
Jeb Bush,Urbandale,2015-03-07T00:00:00.000Z,"Fundraiser for David Young, Iowa Agriculture Summit",41.6274552,-93.7380624,IA
Jeb Bush,Des Moines,2015-03-07T00:00:00.000Z,"Fundraiser for David Young, Iowa Agriculture Summit",41.5910641,-93.6037149,IA
Jeb Bush,Waukee,2015-03-07T00:00:00.000Z,"Fundraiser for David Young, Iowa Agriculture Summit",41.6113712,-93.885707,IA
Jeb Bush,Cedar Rapids,2015-03-07T00:00:00.000Z,"Fundraiser for David Young, Iowa Agriculture Summit",41.9758872,-91.6704053,IA
Rick Perry,Des Moines,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit,41.5910641,-93.6037149,IA
Rick Perry,Webster City,2015-03-07T00:00:00.000Z,Iowa Agriculture Summit,42.4663069,-93.8252471,IA
Martin O'Malley,Manchester,2015-03-07T00:00:00.000Z,"Merrimack County Democratic Committee & the Concord City Democrats, fundraiser for New Hampshire Democratic Party",42.9956397,-71.4547891,NH
Martin O'Malley,Concord,2015-03-07T00:00:00.000Z,"Merrimack County Democratic Committee & the Concord City Democrats, fundraiser for New Hampshire Democratic Party",43.207106,-71.5370216,NH
Bobby Jindal,Des Moines,2015-03-09T00:00:00.000Z,American Renewal Project event,41.5910641,-93.6037149,IA
Marco Rubio,Manhattan,2015-03-09T00:00:00.000Z,Meetings with donors,40.7902778,-73.9597222,NY
Lindsey Graham,Bedford,2015-03-09T00:00:00.000Z,Politics & Pies event; Politics & Eggs breakfast; Fundraiser for Kelly Ayotte,42.9464737,-71.5159015,NH
Lindsey Graham,Concord,2015-03-09T00:00:00.000Z,Politics & Pies event; Politics & Eggs breakfast; Fundraiser for Kelly Ayotte,43.207106,-71.5370216,NH
Ted Cruz,Des Moines,2015-03-09T00:00:00.000Z,Iowa Agriculture Summit; American Renewal Project event,41.5910641,-93.6037149,IA
Jim Webb,Washington,2015-03-10T00:00:00.000Z,International Association of Fire Fighters conference,38.8949549,-77.0366456,DC
George Pataki,Washington,2015-03-10T00:00:00.000Z,International Association of Fire Fighters conference,38.8949549,-77.0366456,DC
Rick Santorum,West Chester Township,2015-03-10T00:00:00.000Z,Religious freedom rally hosted by Imago Dei Christian Fellowship,39.335739,-84.41556495,OH
Ben Carson,Nashville,2015-03-10T00:00:00.000Z,New Hope Academy event,36.1622257,-86.7743419,TN
Hillary Clinton,San Jose,2015-03-11T00:00:00.000Z,eBay Women's Summit,37.3438502,-121.8831349,CA
Chris Christie,Jupiter,2015-03-11T00:00:00.000Z,Meeting with donors,26.9266939,-80.12208902,FL
Rick Perry,Greenville,2015-03-11T00:00:00.000Z,Greenville GOP dinner; Greenville Chamber PAC legislative reception,34.851354,-82.3984882,SC
Martin O'Malley,Washington,2015-03-11T00:00:00.000Z,International Association of Fire Fighters conference; Brookings Institute,38.8949549,-77.0366456,DC
Scott Walker,New York,2015-03-12T00:00:00.000Z,Dined with hedge fund managers,40.7305991,-73.9865812,NY
Jeb Bush,New York,2015-03-12T00:00:00.000Z,Events with current/former Goldman Sachs executives; dinner with Woody Johnson,40.7305991,-73.9865812,NY
Rand Paul,Bowie,2015-03-13T00:00:00.000Z,Bowie State University speech on criminal justice reform,39.0067768,-76.7791365,MD
Ben Carson,Lubbock,2015-03-13T00:00:00.000Z,Covenant Health and the Lubbock Methodist Hospital System Board speech,33.5778631,-101.8551665,TX
George Pataki,Naples,2015-03-13T00:00:00.000Z,Addressed Collier County Republicans,26.1420358,-81.7948103,FL
Mike Huckabee,Atlanta,2015-03-13T00:00:00.000Z,Guest appearance during session of Georgia state House,33.7490987,-84.3901849,GA
Rick Perry,Manchester,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,42.9956397,-71.4547891,NH
Rick Perry,Concord,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,43.207106,-71.5370216,NH
Rick Perry,Gorham,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,44.3878391,-71.173131,NH
Rick Perry,Littleton,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,44.3061725,-71.7700885,NH
Rick Perry,Lancaster,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,44.4887078,-71.5697804,NH
Rick Perry,Belmont,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,43.4453558,-71.4778505,NH
Rick Perry,Meredith,2015-03-13T00:00:00.000Z,Politics & Eggs breakfast; business roundtable; town hall ,43.6575747,-71.500352,NH
Jim Gilmore,Dover,2015-03-13T00:00:00.000Z,Strafford GOP Potluck;Rockingham County Republican Committee breakfast; roundtable with UNH students,43.198057,-70.8739158,NH
Jim Gilmore,Durham,2015-03-13T00:00:00.000Z,Strafford GOP Potluck;Rockingham County Republican Committee breakfast; roundtable with UNH students,43.1340949,-70.9265127,NH
Jim Gilmore,Hampton,2015-03-13T00:00:00.000Z,Strafford GOP Potluck;Rockingham County Republican Committee breakfast; roundtable with UNH students,43.6148702,-71.63039594,NH
Mike Huckabee,Orlando,2015-03-14T00:00:00.000Z,"Religious gathering called ""The Awakening""",28.5421175,-81.3790462,FL
Rick Santorum,West Columbia,2015-03-14T00:00:00.000Z,National Security Action Summit,34.001143,-81.06305261,SC
Ted Cruz,West Columbia,2015-03-14T00:00:00.000Z,National Security Action Summit,34.001143,-81.06305261,SC
Jeb Bush,Bedford,2015-03-14T00:00:00.000Z,Fundraiser for Frank Guinta; meet-and-greet with former state Republican Party Chairman Fergus Cullen,42.9464737,-71.5159015,NH
Jeb Bush,Dover,2015-03-14T00:00:00.000Z,Fundraiser for Frank Guinta; meet-and-greet with former state Republican Party Chairman Fergus Cullen,43.198057,-70.8739158,NH
Jeb Bush,Hudson,2015-03-14T00:00:00.000Z,Fundraiser for Frank Guinta; meet-and-greet with former state Republican Party Chairman Fergus Cullen,42.7654433,-71.4397167,NH
Scott Walker,Concord,2015-03-14T00:00:00.000Z,Keynoting NHGOP Grassroots Training and Rally; private meetings,43.207106,-71.5370216,NH
Scott Walker,Portsmouth,2015-03-14T00:00:00.000Z,Keynoting NHGOP Grassroots Training and Rally; private meetings,43.0717552,-70.7625532,NH
Rick Santorum,The Villages,2015-03-14T00:00:00.000Z,"Villages Conservative Action Group, Religious gathering called ""The Awakening""",28.9468504,-81.9533443,FL
Rick Santorum,Orlando,2015-03-14T00:00:00.000Z,"Villages Conservative Action Group, Religious gathering called ""The Awakening""",28.5421175,-81.3790462,FL
Carly Fiorina,West Des Moines,2015-03-14T00:00:00.000Z,Republican Party of Polk County; Appearing at women's conference,41.5645337,-93.7595281,IA
Bobby Jindal,Atlanta,2015-03-15T00:00:00.000Z,Fundraisers,33.7490987,-84.3901849,GA
Hillary Clinton,South Florida,2015-03-15T00:00:00.000Z,rally,24.56774525,-81.77131169,FL
Bobby Jindal,Washington,2015-03-16T00:00:00.000Z,American Action Forum event,38.8949549,-77.0366456,DC
Bernie Sanders,Concord,2015-03-16T00:00:00.000Z,"""Pints and Politics"" interview; town meeting",43.207106,-71.5370216,NH
Bernie Sanders,Manchester,2015-03-16T00:00:00.000Z,"""Pints and Politics"" interview; town meeting",42.9956397,-71.4547891,NH
Ted Cruz,New York,2015-03-16T00:00:00.000Z,"Taping ""Late Night with Seth Meyers"" ",40.7305991,-73.9865812,NY
Ted Cruz,Barrington,2015-03-16T00:00:00.000Z,Speaking at the Grafton County Republican Committee's Lincoln Day dinner; Politics & Eggs breakfast; Strafford County Republican Committee lunch,43.2228599,-71.0470077,NH
Ted Cruz,Lincoln,2015-03-16T00:00:00.000Z,Speaking at the Grafton County Republican Committee's Lincoln Day dinner; Politics & Eggs breakfast; Strafford County Republican Committee lunch,44.0456225,-71.6700809,NH
Ted Cruz,Manchester,2015-03-16T00:00:00.000Z,Speaking at the Grafton County Republican Committee's Lincoln Day dinner; Politics & Eggs breakfast; Strafford County Republican Committee lunch,42.9956397,-71.4547891,NH
Rand Paul,Austin,2015-03-16T00:00:00.000Z,South by Southwest; opening of Austin office,30.2711286,-97.7436995,TX
Carly Fiorina,Washington,2015-03-17T00:00:00.000Z,Fundraiser for Frank Guinta,38.8949549,-77.0366456,DC
Lindsey Graham,Nashua,2015-03-17T00:00:00.000Z,Wild Irish Breakfast,42.7653662,-71.467566,NH
Rick Santorum,Albany,2015-03-17T00:00:00.000Z,New Yorker's Family Research Foundation,42.6511674,-73.754968,NY
George Pataki,Nashua,2015-03-17T00:00:00.000Z,Wild Irish Breakfast,42.7653662,-71.467566,NH
George Pataki,Manchester,2015-03-17T00:00:00.000Z,Wild Irish Breakfast,42.9956397,-71.4547891,NH
George Pataki,Portsmouth,2015-03-17T00:00:00.000Z,Wild Irish Breakfast,43.0717552,-70.7625532,NH
Jeb Bush,Greenville,2015-03-18T00:00:00.000Z,"Upstate Chamber Coalition breakfast; fundraiser for South Carolina House Republicans, Horry County GOP breakfast",34.851354,-82.3984882,SC
Jeb Bush,Columbia,2015-03-18T00:00:00.000Z,"Upstate Chamber Coalition breakfast; fundraiser for South Carolina House Republicans, Horry County GOP breakfast",34.0007493,-81.0343313,SC
Jeb Bush,Myrtle Beach,2015-03-18T00:00:00.000Z,"Upstate Chamber Coalition breakfast; fundraiser for South Carolina House Republicans, Horry County GOP breakfast",33.6956461,-78.8900409,SC
Jeb Bush,Cayce,2015-03-18T00:00:00.000Z,"Upstate Chamber Coalition breakfast; fundraiser for South Carolina House Republicans, Horry County GOP breakfast",33.938553,-81.07166836,SC
Jeb Bush,Taylors,2015-03-18T00:00:00.000Z,"Upstate Chamber Coalition breakfast; fundraiser for South Carolina House Republicans, Horry County GOP breakfast",34.9203946,-82.2962269,SC
Hillary Clinton,Atlantic City,2015-03-19T00:00:00.000Z,American Camp Association of New York and New Jersey speech,39.3642852,-74.4229351,NJ
Rick Santorum,Cincinnati,2015-03-19T00:00:00.000Z,Northeast Hamilton County Republican Club,39.1014537,-84.5124602,OH
Donald Trump,Amherst,2015-03-19T00:00:00.000Z,House party ,42.8642874,-71.6252484,NH
